conversion_id,user_id,conversion_timestamp,conversion_type,order_id,revenue,product_category,customer_type
CNV0000688,USR0002605,2025-01-27 02:23:08,demo_request,ORD943233,734.32,Home Goods,New
CNV0000689,USR0006659,2025-08-11 19:48:18,lead,ORD874468,313.11,Fashion,New
CNV0000690,USR0014909,2025-03-24 19:25:42,demo_request,ORD163274,1780.61,Electronics,New
CNV0000691,USR0015560,2025-04-26 18:11:32,subscription,ORD155845,629.55,Electronics,Returning
CNV0000692,USR0017865,2025-01-11 19:51:13,purchase,ORD118929,1158.38,Electronics,New
CNV0000693,USR0013121,2025-03-18 03:25:53,subscription,ORD784609,1339.68,Electronics,New
CNV0000694,USR0011343,2025-11-17 11:12:35,demo_request,ORD335781,1920.65,Electronics,New
CNV0000695,USR0010098,2025-06-10 06:30:07,signup,ORD454810,972.99,Education,New
CNV0000696,USR0010411,2025-11-24 13:38:41,purchase,ORD997781,822.81,SaaS Subscription,New
CNV0000697,USR0004496,2025-07-25 04:06:35,purchase,ORD412056,51.5,SaaS Subscription,New
CNV0000698,USR0017175,2025-03-03 11:44:11,purchase,ORD298859,182.71,Fashion,New
CNV0000699,USR0007347,2025-09-26 12:50:47,lead,ORD243269,983.28,SaaS Subscription,New
CNV0000700,USR0007690,2025-12-24 03:44:33,purchase,ORD141688,684.72,Home Goods,Returning
CNV0000701,USR0010997,2025-10-02 21:58:28,purchase,ORD341676,222.2,Fashion,Returning
CNV0000702,USR0015350,2025-10-22 11:02:55,subscription,ORD715849,1792.28,Education,Returning
CNV0000703,USR0001530,2025-01-29 13:34:18,purchase,ORD845501,120.16,Fashion,New
CNV0000704,USR0006020,2025-09-13 14:13:24,signup,ORD881480,435.23,Fashion,New
CNV0000705,USR0005978,2025-11-10 15:59:26,lead,ORD379446,1920.93,Education,Returning
CNV0000706,USR0013347,2025-05-31 12:18:13,purchase,ORD501622,34.65,Fashion,New
CNV0000707,USR0003512,2025-03-01 10:59:34,purchase,ORD676500,139.08,SaaS Subscription,Returning
CNV0000708,USR0002633,2025-10-31 18:30:37,signup,ORD593964,1561.82,Electronics,New
CNV0000709,USR0010087,2025-09-16 23:06:07,purchase,ORD541392,782.69,SaaS Subscription,New
CNV0000710,USR0015337,2025-04-01 13:02:08,subscription,ORD739677,85.04,Fashion,New
CNV0000711,USR0014294,2025-12-18 11:53:55,lead,ORD654543,69.41,Fashion,New
CNV0000712,USR0009706,2025-05-27 15:58:38,subscription,ORD233797,1785.39,Electronics,New
CNV0000713,USR0016850,2025-12-01 13:15:41,signup,ORD432138,320.67,Fashion,New
CNV0000714,USR0001978,2025-06-11 17:14:13,purchase,ORD292637,493.41,SaaS Subscription,New
CNV0000715,USR0013485,2025-08-07 11:41:56,purchase,ORD460181,1041.02,Education,New
CNV0000716,USR0015145,2025-05-07 06:53:16,purchase,ORD853515,229.92,Fashion,Returning
CNV0000717,USR0003752,2025-12-12 01:41:58,demo_request,ORD438383,1590.32,Electronics,New
CNV0000718,USR0012297,2025-12-22 00:58:21,lead,ORD676092,1018.97,Electronics,Returning
CNV0000719,USR0014300,2025-08-12 08:20:43,subscription,ORD289917,241.46,Education,Returning
CNV0000720,USR0002455,2025-10-06 10:18:44,purchase,ORD717092,327.56,SaaS Subscription,New
CNV0000721,USR0009697,2025-08-15 07:02:29,subscription,ORD714072,716.4,SaaS Subscription,Returning
CNV0000722,USR0009029,2025-06-11 13:23:57,lead,ORD626560,477.12,Fashion,Returning
CNV0000723,USR0009530,2025-07-14 12:16:29,subscription,ORD540450,153.33,Fashion,New
CNV0000724,USR0008279,2025-02-10 16:59:05,lead,ORD701712,257.61,Electronics,New
CNV0000725,USR0006068,2025-05-21 21:28:44,purchase,ORD163506,1895.13,Electronics,New
CNV0000726,USR0014247,2025-07-29 14:32:48,purchase,ORD827482,1703.98,Electronics,New
CNV0000727,USR0011906,2025-08-15 10:14:23,signup,ORD115875,901.17,Education,New
CNV0000728,USR0002029,2025-02-20 09:51:10,signup,ORD871062,965.27,SaaS Subscription,New
CNV0000729,USR0001954,2025-02-03 20:38:50,demo_request,ORD457179,352.81,Fashion,New
CNV0000730,USR0001707,2025-03-18 22:23:10,signup,ORD281005,462.63,Home Goods,Returning
CNV0000731,USR0010067,2025-08-19 17:19:45,purchase,ORD284015,165.19,Fashion,New
CNV0000732,USR0004568,2025-12-05 05:44:33,subscription,ORD487834,428.07,Electronics,Returning
CNV0000733,USR0010114,2025-11-04 02:31:43,demo_request,ORD790662,1097.48,Electronics,New
CNV0000734,USR0000806,2025-03-10 20:38:01,subscription,ORD556176,453.99,Education,Returning
CNV0000735,USR0009404,2025-05-17 22:20:35,signup,ORD789866,278.39,SaaS Subscription,Returning
CNV0000736,USR0009871,2025-05-05 06:38:53,purchase,ORD736275,1372.64,Electronics,Returning
CNV0000737,USR0011938,2025-10-16 16:22:27,lead,ORD355625,802.34,Education,New
CNV0000738,USR0005799,2025-12-01 01:34:36,purchase,ORD114886,351.27,Fashion,New
CNV0000739,USR0008128,2025-06-13 03:07:19,demo_request,ORD693338,23.79,Fashion,New
CNV0000740,USR0012910,2025-01-25 03:33:12,demo_request,ORD294888,278.25,Education,New
CNV0000741,USR0003966,2025-12-20 07:05:16,subscription,ORD646353,1454.88,Electronics,New
CNV0000742,USR0007084,2025-09-03 10:31:04,purchase,ORD498402,613.34,Home Goods,New
CNV0000743,USR0016203,2025-09-23 21:17:20,signup,ORD104216,204.78,Education,Returning
CNV0000744,USR0011289,2025-10-15 10:31:22,signup,ORD368600,819.19,SaaS Subscription,New
CNV0000745,USR0016875,2025-04-04 17:08:27,purchase,ORD655388,1473.54,Education,New
CNV0000746,USR0004021,2025-11-07 07:32:28,purchase,ORD311147,1096.77,Electronics,New
CNV0000747,USR0005194,2025-09-02 14:26:36,purchase,ORD920727,1140.17,Electronics,Returning
CNV0000748,USR0008878,2025-01-11 07:51:33,subscription,ORD854169,53.91,Education,Returning
CNV0000749,USR0012779,2025-03-16 15:27:48,signup,ORD662502,148.87,SaaS Subscription,Returning
CNV0000750,USR0011428,2025-09-01 09:43:57,lead,ORD441622,365.37,Fashion,New
CNV0000751,USR0002993,2025-12-21 18:25:11,purchase,ORD925779,143.5,Fashion,New
CNV0000752,USR0006164,2025-07-15 12:23:27,subscription,ORD780278,371.21,Home Goods,Returning
CNV0000753,USR0006454,2025-08-05 06:00:04,purchase,ORD467041,494.94,Education,New
CNV0000754,USR0014235,2025-02-07 22:59:17,purchase,ORD350001,761.94,SaaS Subscription,Returning
CNV0000755,USR0006383,2025-10-25 05:39:18,purchase,ORD914658,388.63,SaaS Subscription,Returning
CNV0000756,USR0004191,2025-03-21 04:05:54,purchase,ORD861008,270.35,Electronics,New
CNV0000757,USR0001986,2025-05-11 18:07:30,signup,ORD501413,342.88,Electronics,New
CNV0000758,USR0006027,2025-01-15 10:01:09,subscription,ORD734462,220.43,Electronics,Returning
CNV0000759,USR0017327,2025-02-17 11:35:56,purchase,ORD707710,446.4,Fashion,Returning
CNV0000760,USR0016747,2025-04-06 18:55:37,subscription,ORD362398,316.37,SaaS Subscription,New
CNV0000761,USR0008740,2025-10-09 22:59:58,subscription,ORD497866,286.39,Fashion,New
CNV0000762,USR0015095,2025-09-23 06:01:37,purchase,ORD542689,309.73,Fashion,New
CNV0000763,USR0006202,2025-10-22 15:10:55,signup,ORD495203,831.77,SaaS Subscription,Returning
CNV0000764,USR0013415,2025-04-29 11:14:21,lead,ORD141145,110.48,Education,New
CNV0000765,USR0010506,2025-12-12 03:05:09,purchase,ORD421727,1567.43,Electronics,New
CNV0000766,USR0007403,2025-01-17 20:42:56,purchase,ORD896066,368.36,SaaS Subscription,New
CNV0000767,USR0016752,2025-12-27 20:19:11,lead,ORD600188,60.99,Electronics,Returning
CNV0000768,USR0004893,2025-11-19 04:35:32,subscription,ORD919362,618.35,SaaS Subscription,New
CNV0000769,USR0004301,2025-08-28 11:32:17,purchase,ORD377485,63.48,Fashion,New
CNV0000770,USR0012708,2025-01-30 10:28:48,signup,ORD209613,976.71,Education,New
CNV0000771,USR0002099,2025-12-14 03:15:53,demo_request,ORD557002,1574.53,Education,New
CNV0000772,USR0014826,2025-03-11 19:32:44,signup,ORD844795,413.93,SaaS Subscription,New
CNV0000773,USR0008070,2025-03-16 20:51:42,lead,ORD410570,409.26,Fashion,New
CNV0000774,USR0013957,2025-02-14 07:11:33,demo_request,ORD685851,384.7,Fashion,New
CNV0000775,USR0007135,2025-11-02 18:22:09,purchase,ORD879025,350.52,SaaS Subscription,Returning
CNV0000776,USR0015341,2025-08-23 05:28:09,purchase,ORD605589,505.07,SaaS Subscription,New
CNV0000777,USR0011986,2025-08-10 16:35:41,lead,ORD937353,1783.1,Electronics,Returning
CNV0000778,USR0016770,2025-03-25 07:19:11,subscription,ORD932373,1551.96,Education,New
CNV0000779,USR0004207,2025-03-26 20:08:40,purchase,ORD556731,171.45,Fashion,New
CNV0000780,USR0016464,2025-07-21 05:08:23,purchase,ORD958438,119.98,Fashion,New
CNV0000781,USR0013015,2025-11-21 02:51:13,purchase,ORD819818,466.18,Electronics,New
CNV0000782,USR0002762,2025-11-23 05:15:27,purchase,ORD883733,782.35,SaaS Subscription,New
CNV0000783,USR0015529,2025-08-17 08:38:35,signup,ORD284629,287.14,Education,New
CNV0000784,USR0008962,2025-05-02 08:42:43,subscription,ORD348845,100.51,Education,Returning
CNV0000785,USR0001180,2025-04-13 17:30:56,demo_request,ORD932928,677.01,Home Goods,Returning
CNV0000786,USR0004481,2025-08-18 17:22:41,subscription,ORD468002,416.72,Fashion,New
CNV0000787,USR0010462,2025-12-21 13:57:32,subscription,ORD805201,1230.26,Electronics,Returning
CNV0000788,USR0004283,2025-01-19 17:40:41,purchase,ORD549328,346.17,SaaS Subscription,New
CNV0000789,USR0004480,2025-01-18 16:21:16,subscription,ORD194493,1682.76,Electronics,New
CNV0000790,USR0007227,2025-08-01 07:28:47,subscription,ORD786220,461.39,Education,New
CNV0000791,USR0001761,2025-04-12 08:58:15,lead,ORD182863,479.78,Home Goods,New
CNV0000792,USR0007379,2025-07-27 22:56:20,purchase,ORD910185,404.28,Home Goods,Returning
CNV0000793,USR0014591,2025-11-15 06:00:13,signup,ORD144030,405.55,Home Goods,New
CNV0000794,USR0007099,2025-02-07 01:21:49,purchase,ORD821583,677.06,Education,New
CNV0000795,USR0017400,2025-07-22 12:15:32,signup,ORD787955,353.92,Fashion,New
CNV0000796,USR0006151,2025-05-16 18:15:53,subscription,ORD394761,243.92,Education,New
CNV0000797,USR0013009,2025-10-06 09:42:47,purchase,ORD930134,1186.89,Electronics,Returning
CNV0000798,USR0012602,2025-04-01 03:26:34,demo_request,ORD748871,223.05,SaaS Subscription,New
CNV0000799,USR0002105,2025-11-20 11:12:46,purchase,ORD112481,260.28,Fashion,New
CNV0000800,USR0004769,2025-05-20 14:11:16,subscription,ORD229802,428.32,SaaS Subscription,New
CNV0000801,USR0016532,2025-09-17 09:06:04,signup,ORD567957,247.32,SaaS Subscription,Returning
CNV0000802,USR0007884,2025-11-12 19:35:49,signup,ORD476609,1500.34,Education,Returning
CNV0000803,USR0001140,2025-02-20 04:52:20,purchase,ORD602846,251.36,Home Goods,New
CNV0000804,USR0000812,2025-12-13 16:36:35,purchase,ORD166625,898.38,Electronics,Returning
CNV0000805,USR0008829,2025-07-10 22:25:29,purchase,ORD203021,606.43,SaaS Subscription,New
CNV0000806,USR0016953,2025-09-03 23:24:34,subscription,ORD827150,320.55,Fashion,New
CNV0000807,USR0011362,2025-04-24 12:47:50,purchase,ORD975606,346.7,SaaS Subscription,New
CNV0000808,USR0006833,2025-09-30 04:21:34,subscription,ORD502468,937.55,SaaS Subscription,New
CNV0000809,USR0003105,2025-02-19 04:29:42,lead,ORD363608,656.25,SaaS Subscription,New
CNV0000810,USR0009043,2025-06-07 05:33:22,purchase,ORD970744,1002.21,Education,New
CNV0000811,USR0004029,2025-04-04 14:25:16,purchase,ORD682441,907.55,Electronics,Returning
CNV0000812,USR0017438,2025-10-03 02:39:29,purchase,ORD183003,502.98,Home Goods,New
CNV0000813,USR0000935,2025-10-22 16:46:46,purchase,ORD935507,561.76,SaaS Subscription,Returning
CNV0000814,USR0010580,2025-05-16 23:11:16,signup,ORD307374,826.35,SaaS Subscription,New
CNV0000815,USR0001976,2025-01-09 19:04:09,purchase,ORD746771,566.79,SaaS Subscription,Returning
CNV0000816,USR0014515,2025-11-02 13:20:38,purchase,ORD494115,609.1,SaaS Subscription,New
CNV0000817,USR0017342,2025-12-27 10:36:37,subscription,ORD481546,512.21,Home Goods,New
CNV0000818,USR0013672,2025-10-11 19:44:38,purchase,ORD901232,191.1,Fashion,New
CNV0000819,USR0003958,2025-08-29 14:16:58,signup,ORD713975,424.83,Home Goods,Returning
CNV0000820,USR0011089,2025-01-26 16:13:34,purchase,ORD266382,1111.96,Electronics,Returning
CNV0000821,USR0007636,2025-10-30 01:38:56,purchase,ORD875517,156.98,Electronics,New
CNV0000822,USR0011433,2025-11-17 10:56:37,subscription,ORD346640,309.57,SaaS Subscription,Returning
CNV0000823,USR0002126,2025-11-28 05:36:03,purchase,ORD649723,866.85,SaaS Subscription,New
CNV0000824,USR0009833,2025-01-22 17:16:03,purchase,ORD591613,449.81,SaaS Subscription,New
CNV0000825,USR0008939,2025-08-31 01:36:27,purchase,ORD494347,139.68,SaaS Subscription,New
CNV0000826,USR0017060,2025-11-08 16:00:30,lead,ORD567585,310.88,Home Goods,New
CNV0000827,USR0004320,2025-06-06 15:45:01,signup,ORD321754,1166.82,Education,New
CNV0000828,USR0005503,2025-01-31 18:53:46,purchase,ORD496176,713.84,Education,New
CNV0000829,USR0003777,2025-06-08 06:42:21,purchase,ORD472419,324.19,Electronics,New
CNV0000830,USR0015210,2025-12-25 17:21:45,purchase,ORD248758,1279.1,Education,New
CNV0000831,USR0009577,2025-10-14 01:25:51,purchase,ORD408799,91.5,SaaS Subscription,New
CNV0000832,USR0002386,2025-12-02 23:27:08,purchase,ORD500326,1847.16,Electronics,New
CNV0000833,USR0012074,2025-12-15 08:27:26,purchase,ORD234528,1281.43,Education,Returning
CNV0000834,USR0007537,2025-09-26 08:30:55,subscription,ORD168176,184.44,SaaS Subscription,New
CNV0000835,USR0015056,2025-03-27 07:29:26,purchase,ORD807263,1329.59,Education,New
CNV0000836,USR0001251,2025-03-05 03:10:41,purchase,ORD973298,174.36,Fashion,Returning
CNV0000837,USR0000084,2025-07-20 03:56:03,demo_request,ORD741617,1037.65,Electronics,New
CNV0000838,USR0015215,2025-10-19 01:58:00,signup,ORD685103,1396.34,Electronics,Returning
CNV0000839,USR0001032,2025-04-09 14:47:01,subscription,ORD990435,64.97,SaaS Subscription,New
CNV0000840,USR0015945,2025-01-27 03:30:33,lead,ORD705044,130.2,Fashion,Returning
CNV0000841,USR0009554,2025-12-06 16:54:25,lead,ORD594168,217.12,Fashion,New
CNV0000842,USR0013643,2025-06-04 06:54:13,purchase,ORD250385,126.57,Electronics,Returning
CNV0000843,USR0009900,2025-07-09 02:35:11,purchase,ORD555651,389.99,Home Goods,Returning
CNV0000844,USR0016405,2025-08-20 04:21:57,subscription,ORD420199,550.72,Education,New
CNV0000845,USR0017996,2025-10-01 06:50:44,subscription,ORD711594,273.13,Fashion,New
CNV0000846,USR0000477,2025-02-27 18:26:33,subscription,ORD626053,64.51,SaaS Subscription,New
CNV0000847,USR0017781,2025-07-09 09:56:36,purchase,ORD974008,433.51,Electronics,Returning
CNV0000848,USR0010214,2025-04-02 18:52:15,demo_request,ORD152914,260.98,SaaS Subscription,New
CNV0000849,USR0006627,2025-08-13 17:37:22,purchase,ORD521830,720.09,SaaS Subscription,New
CNV0000850,USR0001967,2025-09-17 13:15:13,purchase,ORD953370,400.24,Home Goods,Returning
CNV0000851,USR0003930,2025-04-26 01:38:50,demo_request,ORD720692,445.98,Electronics,New
CNV0000852,USR0004935,2025-12-08 01:15:54,purchase,ORD583849,408.7,Home Goods,New
CNV0000853,USR0017223,2025-01-17 00:27:42,purchase,ORD885909,734.21,SaaS Subscription,Returning
CNV0000854,USR0015032,2025-07-12 15:56:53,subscription,ORD485091,984.67,Education,New
CNV0000855,USR0015552,2025-10-02 10:29:39,subscription,ORD219499,558.49,Electronics,New
CNV0000856,USR0002972,2025-07-30 02:27:41,demo_request,ORD876727,981.43,SaaS Subscription,New
CNV0000857,USR0016867,2025-03-04 19:33:42,purchase,ORD309536,653.92,Electronics,Returning
CNV0000858,USR0015732,2025-12-02 01:29:45,signup,ORD375949,557.37,Electronics,New
CNV0000859,USR0004121,2025-02-17 09:15:50,subscription,ORD381124,879.94,SaaS Subscription,New
CNV0000860,USR0005106,2025-10-18 08:53:54,subscription,ORD414509,157.89,Home Goods,New
CNV0000861,USR0008549,2025-11-05 00:17:09,signup,ORD999660,1833.34,Education,New
CNV0000862,USR0000668,2025-09-01 22:17:20,lead,ORD808179,276.01,Home Goods,New
CNV0000863,USR0016598,2025-03-26 21:24:04,lead,ORD956993,159.07,Fashion,New
CNV0000864,USR0016566,2025-06-27 00:42:25,subscription,ORD711402,591.25,SaaS Subscription,New
CNV0000865,USR0005410,2025-02-22 07:06:03,purchase,ORD115716,672.91,SaaS Subscription,New
CNV0000866,USR0001601,2025-06-06 14:18:36,subscription,ORD664385,1189.44,Education,Returning
CNV0000867,USR0006551,2025-04-07 18:22:21,purchase,ORD656000,1203.38,Electronics,Returning
CNV0000868,USR0003059,2025-03-02 05:42:35,purchase,ORD762325,149.45,Electronics,New
CNV0000869,USR0017928,2025-02-16 01:15:34,purchase,ORD886429,107.87,Fashion,New
CNV0000870,USR0007566,2025-09-04 07:17:36,purchase,ORD398501,737.61,Electronics,Returning
CNV0000871,USR0006878,2025-05-24 19:57:50,signup,ORD157462,391.4,Home Goods,Returning
CNV0000872,USR0005704,2025-11-14 05:44:36,signup,ORD686444,376.5,SaaS Subscription,Returning
CNV0000873,USR0017151,2025-05-09 20:42:13,purchase,ORD502832,415.18,Home Goods,New
CNV0000874,USR0008181,2025-11-27 14:51:28,lead,ORD284137,141.45,SaaS Subscription,Returning
CNV0000875,USR0008183,2025-01-07 08:25:54,purchase,ORD541842,649.38,Electronics,New
CNV0000876,USR0002556,2025-09-08 02:29:31,subscription,ORD480004,196.7,Electronics,Returning
CNV0000877,USR0005214,2025-06-17 15:42:31,signup,ORD249623,297.88,Home Goods,Returning
CNV0000878,USR0009525,2025-12-29 21:38:33,lead,ORD446929,660.22,SaaS Subscription,New
CNV0000879,USR0001249,2025-06-24 07:42:29,subscription,ORD134482,546.68,Home Goods,New
CNV0000880,USR0015806,2025-10-02 14:29:05,demo_request,ORD665143,133.99,SaaS Subscription,New
CNV0000881,USR0004333,2025-02-28 07:27:24,subscription,ORD300412,727.18,Home Goods,Returning
CNV0000882,USR0014487,2025-03-31 19:56:57,purchase,ORD591795,820.59,Electronics,New
CNV0000883,USR0013854,2025-10-02 06:27:35,purchase,ORD888385,888.9,SaaS Subscription,Returning
CNV0000884,USR0012670,2025-08-23 20:26:05,purchase,ORD340200,382.67,Education,New
CNV0000885,USR0015209,2025-02-01 08:15:57,purchase,ORD718069,259.22,Fashion,New
CNV0000886,USR0001309,2025-07-05 12:52:11,purchase,ORD685799,65.94,Electronics,New
CNV0000887,USR0005318,2025-09-04 06:42:27,lead,ORD130108,432.7,Fashion,New
CNV0000888,USR0015191,2025-08-30 02:47:52,subscription,ORD558730,772.94,Education,New
CNV0000889,USR0008137,2025-12-01 09:47:29,purchase,ORD121632,113.99,Fashion,Returning
CNV0000890,USR0017587,2025-01-31 12:39:32,purchase,ORD508650,435.49,Electronics,Returning
CNV0000891,USR0000392,2025-01-15 01:03:46,purchase,ORD567215,204.01,Fashion,Returning
CNV0000892,USR0012109,2025-01-05 14:21:32,signup,ORD846686,252.85,SaaS Subscription,New
CNV0000893,USR0013464,2025-07-05 23:41:52,subscription,ORD153743,260.05,SaaS Subscription,Returning
CNV0000894,USR0015671,2025-12-31 00:00:00,signup,ORD793809,559.72,SaaS Subscription,New
CNV0000895,USR0001940,2025-07-26 03:45:38,subscription,ORD554644,297.92,SaaS Subscription,Returning
CNV0000896,USR0010789,2025-05-23 14:47:03,purchase,ORD400023,261.82,Electronics,New
CNV0000897,USR0014871,2025-08-25 00:41:11,signup,ORD311631,329.15,SaaS Subscription,Returning
CNV0000898,USR0004149,2025-12-31 14:33:47,subscription,ORD517044,141.95,Fashion,New
CNV0000899,USR0013329,2025-08-27 13:45:14,purchase,ORD184724,756.11,Education,New
CNV0000900,USR0015427,2025-03-07 18:06:43,signup,ORD425883,1281.52,Electronics,New
CNV0000901,USR0000925,2025-12-23 08:47:08,signup,ORD779380,134.38,Fashion,Returning
CNV0000902,USR0006338,2025-06-17 07:08:49,signup,ORD879370,74.89,Fashion,New
CNV0000903,USR0016086,2025-07-23 03:09:36,purchase,ORD889491,764.58,Home Goods,New
CNV0000904,USR0004512,2025-01-14 22:01:14,signup,ORD201772,496.2,Fashion,New
CNV0000905,USR0006294,2025-07-19 23:18:45,purchase,ORD276768,47.61,Fashion,New
CNV0000906,USR0017268,2025-11-04 23:57:18,purchase,ORD390503,1478.8,Education,Returning
CNV0000907,USR0016209,2025-07-12 01:17:26,signup,ORD251053,215.83,Education,Returning
CNV0000908,USR0010582,2025-11-15 12:02:57,subscription,ORD997487,671.85,Home Goods,New
CNV0000909,USR0006248,2025-08-23 02:59:07,purchase,ORD813906,958.11,Electronics,New
CNV0000910,USR0001323,2025-08-29 21:23:36,lead,ORD237939,403.21,Fashion,New
CNV0000911,USR0012806,2025-05-14 07:13:11,purchase,ORD532135,96.64,Fashion,New
CNV0000912,USR0015189,2025-02-23 14:27:22,subscription,ORD853902,1963.94,Electronics,Returning
CNV0000913,USR0005822,2025-03-03 22:49:56,purchase,ORD376329,780.09,Electronics,New
CNV0000914,USR0012116,2025-09-19 09:09:39,subscription,ORD794271,764.55,Home Goods,New
CNV0000915,USR0005585,2025-04-16 13:57:53,signup,ORD651425,1251.78,Electronics,New
CNV0000916,USR0013556,2025-12-11 03:00:48,subscription,ORD613259,489.75,Education,New
CNV0000917,USR0004773,2025-07-26 20:52:42,subscription,ORD194639,74.4,SaaS Subscription,New
CNV0000918,USR0016359,2025-03-18 16:52:20,purchase,ORD395677,572.83,SaaS Subscription,New
CNV0000919,USR0001806,2025-08-11 10:56:25,subscription,ORD809809,455.17,Home Goods,New
CNV0000920,USR0013320,2025-04-27 11:45:37,signup,ORD801258,1858.57,Education,New
CNV0000921,USR0008774,2025-12-28 03:10:23,lead,ORD536270,1564.67,Electronics,New
CNV0000922,USR0017102,2025-08-24 11:53:49,subscription,ORD978414,767.94,SaaS Subscription,New
CNV0000923,USR0008474,2025-07-15 16:43:10,lead,ORD644317,704.64,Home Goods,New
CNV0000924,USR0007385,2025-06-29 07:57:55,subscription,ORD837963,1496.15,Education,Returning
CNV0000925,USR0000063,2025-04-24 22:37:55,purchase,ORD783178,90.95,Education,New
CNV0000926,USR0013316,2025-12-25 07:21:34,signup,ORD318610,652.71,Home Goods,New
CNV0000927,USR0006725,2025-06-08 12:51:33,purchase,ORD204388,320.64,SaaS Subscription,Returning
CNV0000928,USR0011381,2025-11-26 11:15:02,signup,ORD223254,449.97,Home Goods,New
CNV0000929,USR0009428,2025-12-11 00:42:49,lead,ORD893657,578.47,Electronics,Returning
CNV0000930,USR0014458,2025-11-12 16:26:19,lead,ORD153673,697.37,SaaS Subscription,New
CNV0000931,USR0013219,2025-10-27 18:43:29,signup,ORD986904,90.16,Fashion,New
CNV0000932,USR0000922,2025-01-17 11:46:05,purchase,ORD107263,1675.71,Electronics,New
CNV0000933,USR0011898,2025-09-02 02:29:43,signup,ORD813384,1171.77,Education,New
CNV0000934,USR0017561,2025-01-12 00:53:55,purchase,ORD608635,802.66,Electronics,New
CNV0000935,USR0013629,2025-07-16 11:04:16,signup,ORD337851,392.43,Fashion,Returning
CNV0000936,USR0008987,2025-10-01 11:33:29,subscription,ORD429968,95.84,Home Goods,Returning
CNV0000937,USR0017491,2025-12-16 23:35:47,purchase,ORD634358,251.86,Fashion,Returning
CNV0000938,USR0014029,2025-02-26 05:37:12,purchase,ORD679460,289.1,SaaS Subscription,Returning
CNV0000939,USR0004745,2025-07-26 17:55:07,purchase,ORD502733,772.64,SaaS Subscription,New
CNV0000940,USR0010247,2025-11-21 20:25:57,lead,ORD315062,921.13,SaaS Subscription,New
CNV0000941,USR0010788,2025-02-12 05:57:20,purchase,ORD445780,433.44,Fashion,New
CNV0000942,USR0000463,2025-05-18 13:34:07,subscription,ORD661882,282.3,Home Goods,Returning
CNV0000943,USR0005870,2025-08-03 08:46:02,signup,ORD416961,958.81,SaaS Subscription,New
CNV0000944,USR0008518,2025-06-18 23:21:54,subscription,ORD487465,754.25,SaaS Subscription,New
CNV0000945,USR0004814,2025-07-02 21:18:25,signup,ORD205151,164.5,SaaS Subscription,New
CNV0000946,USR0007864,2025-04-26 19:37:59,signup,ORD327934,710.8,Home Goods,New
CNV0000947,USR0011816,2025-03-20 19:03:29,signup,ORD753944,803.15,SaaS Subscription,New
CNV0000948,USR0004479,2025-06-12 02:21:47,signup,ORD505606,567.52,Home Goods,New
CNV0000949,USR0008493,2025-07-18 14:06:39,signup,ORD391178,304.71,SaaS Subscription,Returning
CNV0000950,USR0006072,2025-12-24 06:32:56,lead,ORD752603,1622.43,Education,Returning
CNV0000951,USR0003178,2025-07-12 17:25:58,subscription,ORD158407,623.06,SaaS Subscription,Returning
CNV0000952,USR0013781,2025-03-30 08:29:48,lead,ORD367244,439.6,Home Goods,New
CNV0000953,USR0001648,2025-04-16 18:57:17,purchase,ORD582037,411.98,Fashion,New
CNV0000954,USR0014163,2025-01-14 03:08:34,subscription,ORD651124,392.07,SaaS Subscription,New
CNV0000955,USR0012438,2025-01-26 14:09:44,purchase,ORD260579,801.19,SaaS Subscription,New
CNV0000956,USR0000726,2025-04-15 15:09:07,subscription,ORD608274,600.65,SaaS Subscription,Returning
CNV0000957,USR0015026,2025-10-16 22:17:57,subscription,ORD131169,1471.13,Electronics,Returning
CNV0000958,USR0007513,2025-07-24 08:41:47,purchase,ORD507282,412.68,Home Goods,Returning
CNV0000959,USR0002630,2025-01-20 10:23:47,lead,ORD741336,386.65,Home Goods,New
CNV0000960,USR0013397,2025-08-14 21:32:49,lead,ORD237285,357.43,Electronics,New
CNV0000961,USR0005665,2025-12-31 00:00:00,purchase,ORD139462,890.53,SaaS Subscription,Returning
CNV0000962,USR0004966,2025-05-07 17:23:56,purchase,ORD134024,407.23,SaaS Subscription,New
CNV0000963,USR0014179,2025-12-07 11:09:00,subscription,ORD933025,1876.32,Education,New
CNV0000964,USR0010045,2025-04-15 08:34:13,demo_request,ORD675139,434.09,Fashion,New
CNV0000965,USR0013622,2025-06-25 12:31:14,purchase,ORD752253,419.85,SaaS Subscription,New
CNV0000966,USR0008190,2025-07-03 11:08:32,signup,ORD244377,691.09,SaaS Subscription,New
CNV0000967,USR0010659,2025-03-13 01:52:09,purchase,ORD254604,119.72,Fashion,Returning
CNV0000968,USR0008376,2025-04-28 13:09:40,signup,ORD663039,661.06,SaaS Subscription,Returning
CNV0000969,USR0008734,2025-12-19 08:54:38,signup,ORD778331,286.87,Home Goods,Returning
CNV0000970,USR0003021,2025-12-19 00:59:12,demo_request,ORD860745,473.05,Fashion,New
CNV0000971,USR0006678,2025-09-15 14:47:48,signup,ORD203552,123.78,Electronics,New
CNV0000972,USR0001299,2025-12-31 00:00:00,purchase,ORD273834,759.29,SaaS Subscription,Returning
CNV0000973,USR0004882,2025-07-15 01:11:17,signup,ORD153353,204.29,Electronics,Returning
CNV0000974,USR0014493,2025-09-29 10:03:49,lead,ORD950442,83.9,Fashion,Returning
